tract_fips,num_killed,num_incidents,city_or_county,state,tract_square_mileage,2014_tract_population,2014_tract_population_black,2014_tract_population_over_age_25_with_no_hs_degree,2014_tract_population_below_poverty_line,,,,,,,,,,,
12086003003,1,1,Miami,Florida,0.39,"6,958",5.94%,37.56%,33.83%,,,,,,,,,,,
12086005202,1,1,Miami,Florida,0.19,"6,026",1.89%,47.10%,34.00%,,,,,,,,,,,
12086006301,1,1,Miami,Florida,0.5,"6,739",0.07%,26.90%,28.30%,,,,,,,,,,,
12086008304,1,1,Miami,Florida,1.47,"8,369",74.75%,16.72%,25.24%,,,,,,,,,,,
12086014100,1,1,Miami,Florida,13.56,"2,436",42.20%,40.51%,0.00%,,,,,,,,,,,
12086017500,1,1,Miami,Florida,0.22,"3,926",0.74%,16.62%,18.95%,,,,,,,,,,,
12086020200,1,1,Miami,Florida,3.84,"4,917",13.71%,20.30%,6.14%,,,,,,,,,,,
47037010105,1,1,Nashville,Tennessee,10.93,"4,199",81.21%,17.35%,15.77%,,,,,,,,,,,
47037010106,1,1,Nashville,Tennessee,8.3,"3,153",69.71%,13.71%,10.69%,,,,,,,,,,,
47037011001,1,1,Nashville,Tennessee,2.94,"5,530",58.59%,26.18%,30.76%,,,,,,,,,,,
47037011300,1,1,Nashville,Tennessee,1.63,"4,792",39.00%,44.12%,33.70%,,,,,,,,,,,
47037011400,1,1,Nashville,Tennessee,1.02,"5,107",60.13%,18.48%,27.49%,,,,,,,,,,,
47037012802,1,1,Nashville,Tennessee,5.03,"4,115",66.08%,26.61%,15.99%,,,,,,,,,,,
47037013601,1,1,Nashville,Tennessee,0.91,"3,864",90.79%,20.30%,44.15%,,,,,,,,,,,
47037013800,1,1,Nashville,Tennessee,0.33,"2,040",91.76%,18.56%,50.10%,,,,,,,,,,,
47037015618,1,1,Nashville,Tennessee,1.44,"5,645",46.93%,15.04%,12.31%,,,,,,,,,,,
47037015622,1,1,Nashville,Tennessee,2.35,"3,608",18.43%,5.49%,9.81%,,,,,,,,,,,
47037015623,1,1,Nashville,Tennessee,2.11,"6,547",41.87%,16.23%,23.11%,,,,,,,,,,,
47037015804,1,1,Nashville,Tennessee,0.64,"4,402",26.92%,24.23%,27.74%,,,,,,,,,,,
47037016100,1,1,Nashville,Tennessee,1.18,"1,760",59.60%,22.20%,29.83%,,,,,,,,,,,
47037016200,1,1,Nashville,Tennessee,0.71,"3,341",60.67%,25.76%,46.15%,,,,,,,,,,,
47037016300,1,1,Nashville,Tennessee,0.42,"2,341",53.65%,25.53%,47.97%,,,,,,,,,,,
47037016400,1,1,Nashville,Tennessee,0.44,"3,860",12.07%,4.77%,9.74%,,,,,,,,,,,
47037018700,1,1,Nashville,Tennessee,7.65,"3,377",0.47%,1.34%,0.74%,,,,,,,,,,,
47037019004,1,1,Nashville,Tennessee,1.12,"4,571",15.16%,36.18%,33.03%,,,,,,,,,,,
47037019110,1,1,Nashville,Tennessee,1.01,"4,487",19.06%,29.56%,21.97%,,,,,,,,,,,
47037019400,1,1,Nashville,Tennessee,1.51,"3,687",45.84%,16.06%,33.82%,,,,,,,,,,,
40109100200,1,1,Oklahoma City,Oklahoma,1.29,"5,630",8.17%,14.35%,32.45%,,,,,,,,,,,
40109102800,1,1,Oklahoma City,Oklahoma,0.96,"2,549",69.40%,17.41%,44.29%,,,,,,,,,,,
40109103300,1,1,Oklahoma City,Oklahoma,0.41,"1,501",12.92%,53.37%,45.17%,,,,,,,,,,,
40109103900,1,1,Oklahoma City,Oklahoma,1.37,"3,876",6.73%,64.50%,41.23%,,,,,,,,,,,
40109104100,1,1,Oklahoma City,Oklahoma,1.25,"3,188",8.31%,48.97%,53.07%,,,,,,,,,,,
40109105500,1,1,Oklahoma City,Oklahoma,0.48,"3,595",2.75%,54.22%,28.85%,,,,,,,,,,,
40109105800,1,1,Oklahoma City,Oklahoma,1.01,"1,017",1.87%,40.33%,43.85%,,,,,,,,,,,
40109106200,1,1,Oklahoma City,Oklahoma,2.77,"1,731",88.91%,10.70%,10.23%,,,,,,,,,,,
40109106707,1,1,Oklahoma City,Oklahoma,0.96,"6,659",19.99%,12.47%,19.84%,,,,,,,,,,,
40109106906,1,1,Oklahoma City,Oklahoma,0.5,"3,156",11.69%,13.14%,19.07%,,,,,,,,,,,
40109106914,1,1,Oklahoma City,Oklahoma,0.99,"3,875",13.08%,26.19%,20.34%,,,,,,,,,,,
40109107104,1,1,Oklahoma City,Oklahoma,0.52,"3,147",6.86%,28.64%,33.24%,,,,,,,,,,,
40109107211,1,1,Oklahoma City,Oklahoma,0.39,"2,251",3.64%,16.71%,3.95%,,,,,,,,,,,
40109107214,1,1,Oklahoma City,Oklahoma,0.73,"2,755",1.96%,25.28%,17.46%,,,,,,,,,,,
40109107216,1,1,Oklahoma City,Oklahoma,0.5,"3,321",2.56%,33.12%,39.05%,,,,,,,,,,,
40109107219,1,1,Oklahoma City,Oklahoma,0.5,"3,253",1.44%,44.23%,20.35%,,,,,,,,,,,
40109107220,1,1,Oklahoma City,Oklahoma,0.49,"3,752",0.75%,43.25%,32.28%,,,,,,,,,,,
40109107302,1,1,Oklahoma City,Oklahoma,0.72,"2,674",6.54%,27.82%,44.20%,,,,,,,,,,,
40109107303,1,1,Oklahoma City,Oklahoma,4.56,"1,385",2.38%,29.28%,27.58%,,,,,,,,,,,
40109107403,1,1,Oklahoma City,Oklahoma,9.6,"5,810",27.40%,10.19%,14.41%,,,,,,,,,,,
40109108301,1,1,Oklahoma City,Oklahoma,5.97,"1,903",52.97%,8.00%,16.82%,,,,,,,,,,,
40109108318,1,1,Oklahoma City,Oklahoma,4.38,"5,557",13.93%,5.86%,4.86%,,,,,,,,,,,
40109108511,1,1,Oklahoma City,Oklahoma,12.08,"6,463",8.59%,3.06%,7.86%,,,,,,,,,,,
40109109100,1,1,Oklahoma City,Oklahoma,0.22,209,24.88%,32.06%,76.56%,,,,,,,,,,,
42003010300,1,1,Pittsburgh,Pennsylvania,0.33,"6,027",19.55%,17.22%,3.57%,,,,,,,,,,,
42003030500,1,1,Pittsburgh,Pennsylvania,0.26,"2,162",81.96%,17.53%,43.02%,,,,,,,,,,,
42003040900,1,1,Pittsburgh,Pennsylvania,0.35,"3,039",16.26%,9.16%,45.97%,,,,,,,,,,,
42003050600,1,1,Pittsburgh,Pennsylvania,0.31,"1,929",78.02%,6.88%,27.37%,,,,,,,,,,,
42003101700,1,1,Pittsburgh,Pennsylvania,0.15,"1,494",76.10%,7.66%,24.50%,,,,,,,,,,,
42003111300,1,1,Pittsburgh,Pennsylvania,0.21,"2,417",57.01%,13.85%,15.97%,,,,,,,,,,,
42003111400,1,1,Pittsburgh,Pennsylvania,0.13,"1,304",72.01%,16.11%,39.65%,,,,,,,,,,,
42003111500,1,1,Pittsburgh,Pennsylvania,0.37,"3,136",60.43%,13.13%,31.31%,,,,,,,,,,,
42003120700,1,1,Pittsburgh,Pennsylvania,0.2,812,85.47%,12.89%,20.20%,,,,,,,,,,,
42003120800,1,1,Pittsburgh,Pennsylvania,0.28,889,78.85%,22.28%,28.01%,,,,,,,,,,,
42003130400,1,1,Pittsburgh,Pennsylvania,0.18,"1,045",91.39%,22.99%,39.71%,,,,,,,,,,,
42003160900,1,1,Pittsburgh,Pennsylvania,0.48,"3,323",2.80%,5.38%,24.47%,,,,,,,,,,,
42003180300,1,1,Pittsburgh,Pennsylvania,0.3,"2,624",38.30%,7.70%,28.58%,,,,,,,,,,,
42003191800,1,1,Pittsburgh,Pennsylvania,0.56,"5,257",1.05%,9.85%,8.88%,,,,,,,,,,,
42003260900,1,1,Pittsburgh,Pennsylvania,0.31,"1,380",91.09%,27.59%,80.87%,,,,,,,,,,,
42003261400,1,1,Pittsburgh,Pennsylvania,0.47,"1,878",74.81%,12.20%,38.82%,,,,,,,,,,,
42003270300,1,1,Pittsburgh,Pennsylvania,0.23,"2,088",29.69%,16.41%,20.35%,,,,,,,,,,,
42003271500,1,1,Pittsburgh,Pennsylvania,0.54,"3,159",41.25%,19.91%,20.99%,,,,,,,,,,,
42003281400,1,1,Pittsburgh,Pennsylvania,0.51,"2,288",36.71%,10.96%,30.77%,,,,,,,,,,,
42003429202,1,1,Pittsburgh,Pennsylvania,1.68,"4,466",1.43%,2.45%,6.38%,,,,,,,,,,,
42003429600,1,1,Pittsburgh,Pennsylvania,1.33,"3,187",5.02%,8.21%,7.37%,,,,,,,,,,,
42003437000,1,1,Pittsburgh,Pennsylvania,6.86,"5,493",4.75%,4.91%,3.93%,,,,,,,,,,,
42003464300,1,1,Pittsburgh,Pennsylvania,0.43,"3,310",5.20%,4.44%,12.78%,,,,,,,,,,,
42003515401,1,1,Pittsburgh,Pennsylvania,0.23,"2,431",17.48%,3.62%,17.48%,,,,,,,,,,,
42003523100,1,1,Pittsburgh,Pennsylvania,2.63,"4,104",83.38%,7.10%,16.57%,,,,,,,,,,,
42003560400,1,1,Pittsburgh,Pennsylvania,0.2,"1,747",62.85%,16.48%,24.96%,,,,,,,,,,,
42003561600,1,1,Pittsburgh,Pennsylvania,0.61,"2,280",28.77%,20.51%,27.24%,,,,,,,,,,,
42003562300,1,1,Pittsburgh,Pennsylvania,1.2,"3,631",57.81%,19.16%,36.30%,,,,,,,,,,,
42003562900,1,1,Pittsburgh,Pennsylvania,2.61,"1,752",22.32%,9.68%,17.35%,,,,,,,,,,,
42003980500,1,1,Pittsburgh,Pennsylvania,0.62,4,0.00%,100.00%,0.00%,,,,,,,,,,,
48439100501,1,1,Fort Worth,Texas,2.6,"10,498",8.52%,43.60%,21.42%,,,,,,,,,,,
48439100700,1,1,Fort Worth,Texas,1.78,"4,710",1.95%,33.15%,34.52%,,,,,,,,,,,
48439100800,1,1,Fort Worth,Texas,1.38,"6,150",2.15%,50.26%,25.87%,,,,,,,,,,,
48439100900,1,1,Fort Worth,Texas,0.61,"2,097",0.00%,65.07%,32.38%,,,,,,,,,,,
48439101302,1,1,Fort Worth,Texas,1.66,"3,073",37.29%,26.62%,36.45%,,,,,,,,,,,
48439101700,1,1,Fort Worth,Texas,1.21,"2,971",48.40%,37.78%,78.32%,,,,,,,,,,,
48439103800,1,1,Fort Worth,Texas,1.12,"2,995",64.67%,33.93%,52.72%,,,,,,,,,,,
48439104504,1,1,Fort Worth,Texas,1.11,"3,110",9.29%,61.34%,19.55%,,,,,,,,,,,
48439104802,1,1,Fort Worth,Texas,0.94,"5,581",5.66%,43.49%,32.83%,,,,,,,,,,,
48439105204,1,1,Fort Worth,Texas,0.36,"3,118",15.94%,24.57%,29.57%,,,,,,,,,,,
48439105404,1,1,Fort Worth,Texas,1.27,"4,052",1.04%,0.49%,14.19%,,,,,,,,,,,
48439106002,1,1,Fort Worth,Texas,5.42,"3,808",57.25%,22.21%,21.17%,,,,,,,,,,,
48439106201,1,1,Fort Worth,Texas,0.6,"3,905",75.80%,31.18%,39.62%,,,,,,,,,,,
48439106400,1,1,Fort Worth,Texas,2.24,"2,485",19.76%,43.99%,37.83%,,,,,,,,,,,
48439113927,1,1,Fort Worth,Texas,7.4,"12,746",7.18%,2.36%,4.36%,,,,,,,,,,,
39061000900,1,1,Cincinnati,Ohio,0.12,"1,238",37.16%,15.38%,53.88%,,,,,,,,,,,
39061001000,1,1,Cincinnati,Ohio,0.1,"1,452",41.67%,12.82%,34.09%,,,,,,,,,,,
39061001100,1,1,Cincinnati,Ohio,0.15,"1,042",78.12%,15.50%,51.44%,,,,,,,,,,,
39061002200,1,1,Cincinnati,Ohio,0.24,"2,291",75.34%,21.61%,29.81%,,,,,,,,,,,
39061002900,1,1,Cincinnati,Ohio,0.45,"5,294",8.29%,6.31%,29.77%,,,,,,,,,,,
39061003700,1,1,Cincinnati,Ohio,0.26,"1,715",82.92%,21.60%,63.73%,,,,,,,,,,,
39061003900,1,1,Cincinnati,Ohio,0.21,"1,835",88.61%,26.45%,51.34%,,,,,,,,,,,
39061005900,1,1,Cincinnati,Ohio,0.36,"1,230",40.98%,5.43%,23.01%,,,,,,,,,,,
39061006300,1,1,Cincinnati,Ohio,0.63,"3,681",86.61%,11.02%,12.12%,,,,,,,,,,,
39061006400,1,1,Cincinnati,Ohio,1.18,"3,141",93.22%,21.25%,35.43%,,,,,,,,,,,
39061006900,1,1,Cincinnati,Ohio,0.51,"2,483",93.84%,25.38%,40.43%,,,,,,,,,,,
39061007300,1,1,Cincinnati,Ohio,1.93,"1,996",59.52%,17.64%,29.26%,,,,,,,,,,,
39061008000,1,1,Cincinnati,Ohio,2.1,"4,901",86.02%,14.71%,68.54%,,,,,,,,,,,
39061008800,1,1,Cincinnati,Ohio,0.55,"3,495",78.00%,23.04%,50.04%,,,,,,,,,,,
39061009600,1,1,Cincinnati,Ohio,0.94,"3,982",27.20%,22.43%,32.25%,,,,,,,,,,,
39061009700,1,1,Cincinnati,Ohio,0.74,"6,160",30.44%,28.38%,43.54%,,,,,,,,,,,
39061010003,1,1,Cincinnati,Ohio,0.86,"4,446",58.07%,15.64%,26.45%,,,,,,,,,,,
39061010100,1,1,Cincinnati,Ohio,1.56,"5,128",43.76%,13.95%,28.35%,,,,,,,,,,,
39061010201,1,1,Cincinnati,Ohio,0.91,"5,391",27.42%,12.39%,23.48%,,,,,,,,,,,
39061021802,1,1,Cincinnati,Ohio,0.7,"3,196",48.81%,12.08%,10.17%,,,,,,,,,,,
39061022602,1,1,Cincinnati,Ohio,0.68,"2,624",23.93%,6.15%,8.42%,,,,,,,,,,,
39061025402,1,1,Cincinnati,Ohio,0.54,"2,850",5.44%,10.99%,18.42%,,,,,,,,,,,
39061026300,1,1,Cincinnati,Ohio,1.91,"1,208",19.62%,37.99%,58.94%,,,,,,,,,,,
39061026400,1,1,Cincinnati,Ohio,0.23,"2,338",88.15%,22.34%,51.67%,,,,,,,,,,,
39113003500,1,1,Cincinnati,Ohio,1.6,"2,312",95.16%,18.70%,54.54%,,,,,,,,,,,
13051000100,1,1,Savannah,Georgia,0.45,"1,884",59.55%,39.25%,43.68%,,,,,,,,,,,
13051000300,1,1,Savannah,Georgia,0.44,"1,775",9.35%,1.09%,12.56%,,,,,,,,,,,
13051002600,1,1,Savannah,Georgia,0.19,"1,445",66.78%,17.89%,23.88%,,,,,,,,,,,
13051002900,1,1,Savannah,Georgia,0.61,"3,098",5.62%,1.73%,8.97%,,,,,,,,,,,
13051004208,1,1,Savannah,Georgia,1.19,"5,315",46.32%,16.42%,12.91%,,,,,,,,,,,
13051010101,1,1,Savannah,Georgia,3.93,840,58.33%,3.74%,53.81%,,,,,,,,,,,
13051010200,1,1,Savannah,Georgia,1.15,"5,008",51.06%,12.27%,14.56%,,,,,,,,,,,
13051010808,1,1,Savannah,Georgia,15.79,"9,642",37.51%,16.83%,18.38%,,,,,,,,,,,
13051010809,1,1,Savannah,Georgia,8.32,"11,746",32.43%,6.28%,8.09%,,,,,,,,,,,
40143000100,1,1,Tulsa,Oklahoma,2,"2,016",10.37%,32.00%,32.84%,,,,,,,,,,,
40143000200,1,1,Tulsa,Oklahoma,2.61,"1,418",79.76%,11.11%,23.41%,,,,,,,,,,,
40143000300,1,1,Tulsa,Oklahoma,0.99,"4,167",33.24%,28.31%,36.89%,,,,,,,,,,,
40143000400,1,1,Tulsa,Oklahoma,0.99,"4,106",17.88%,38.79%,40.75%,,,,,,,,,,,
40143000600,1,1,Tulsa,Oklahoma,0.53,"1,196",81.35%,8.71%,33.95%,,,,,,,,,,,
40143000700,1,1,Tulsa,Oklahoma,0.48,"1,843",70.59%,12.74%,35.76%,,,,,,,,,,,
40143001500,1,1,Tulsa,Oklahoma,1.12,"4,256",7.47%,25.74%,29.91%,,,,,,,,,,,
40143001700,1,1,Tulsa,Oklahoma,0.89,"2,618",5.46%,13.18%,15.55%,,,,,,,,,,,
40143004700,1,1,Tulsa,Oklahoma,1.26,"1,878",1.86%,10.23%,26.57%,,,,,,,,,,,
40143006000,1,1,Tulsa,Oklahoma,1.12,"4,763",12.68%,28.08%,23.03%,,,,,,,,,,,
40143006705,1,1,Tulsa,Oklahoma,8.14,"5,331",7.22%,7.73%,7.33%,,,,,,,,,,,
40143007608,1,1,Tulsa,Oklahoma,0.28,"2,294",35.14%,12.18%,38.80%,,,,,,,,,,,
40143007619,1,1,Tulsa,Oklahoma,1.01,"4,136",1.45%,5.31%,9.86%,,,,,,,,,,,
40143007630,1,1,Tulsa,Oklahoma,1.01,"4,692",6.10%,2.01%,6.65%,,,,,,,,,,,
40143007634,1,1,Tulsa,Oklahoma,1.69,"3,584",3.21%,1.30%,8.04%,,,,,,,,,,,
40143008300,1,1,Tulsa,Oklahoma,0.88,"1,389",3.31%,17.97%,25.99%,,,,,,,,,,,
40143008501,1,1,Tulsa,Oklahoma,0.94,"3,116",6.77%,22.70%,17.07%,,,,,,,,,,,
12095010500,1,1,Orlando,Florida,0.3,"1,098",84.06%,31.82%,52.46%,,,,,,,,,,,
12095011600,1,1,Orlando,Florida,1.47,"4,374",60.88%,19.36%,36.51%,,,,,,,,,,,
12095011701,1,1,Orlando,Florida,1.06,"4,268",91.35%,32.39%,38.75%,,,,,,,,,,,
12095012303,1,1,Orlando,Florida,1.66,"7,163",70.64%,14.68%,20.89%,,,,,,,,,,,
12095012307,1,1,Orlando,Florida,1.23,"6,965",80.34%,27.89%,34.34%,,,,,,,,,,,
12095012402,1,1,Orlando,Florida,0.98,"5,370",47.04%,17.31%,16.54%,,,,,,,,,,,
12095013202,1,1,Orlando,Florida,1.54,"5,414",8.13%,25.53%,19.39%,,,,,,,,,,,
12095013503,1,1,Orlando,Florida,0.17,"2,486",9.37%,20.40%,41.39%,,,,,,,,,,,
12095013508,1,1,Orlando,Florida,0.27,"2,720",10.96%,21.74%,35.22%,,,,,,,,,,,
12095013606,1,1,Orlando,Florida,2.86,"3,857",7.23%,22.00%,34.82%,,,,,,,,,,,
12095013702,1,1,Orlando,Florida,0.76,"4,887",14.00%,8.77%,18.15%,,,,,,,,,,,
12095014301,1,1,Orlando,Florida,1.6,"4,847",16.88%,11.81%,16.28%,,,,,,,,,,,
12095014608,1,1,Orlando,Florida,0.87,"4,289",76.80%,20.52%,26.49%,,,,,,,,,,,
12095014702,1,1,Orlando,Florida,0.7,"5,055",30.96%,6.77%,9.48%,,,,,,,,,,,
12095014704,1,1,Orlando,Florida,1.64,"11,528",20.92%,5.59%,15.67%,,,,,,,,,,,
12095014904,1,1,Orlando,Florida,0.81,"5,567",68.73%,15.32%,24.97%,,,,,,,,,,,
12095015103,1,1,Orlando,Florida,2.06,"6,667",12.94%,7.82%,13.17%,,,,,,,,,,,
12095016511,1,1,Orlando,Florida,1.27,"4,883",9.91%,8.79%,22.02%,,,,,,,,,,,
12095016727,1,1,Orlando,Florida,2.43,"11,664",4.24%,6.86%,21.68%,,,,,,,,,,,
12095017001,1,1,Orlando,Florida,10.54,"3,262",60.36%,18.81%,20.97%,,,,,,,,,,,
12095018200,1,1,Orlando,Florida,2.14,"10,242",9.60%,3.75%,14.33%,,,,,,,,,,,
12095018700,1,1,Orlando,Florida,3.72,"5,289",70.56%,24.05%,35.96%,,,,,,,,,,,
12095018900,1,1,Orlando,Florida,1.64,"7,201",35.00%,11.62%,30.30%,,,,,,,,,,,
35001000115,1,1,Albuquerque,New Mexico,0.5,"3,222",8.50%,5.78%,24.12%,,,,,,,,,,,
35001000117,1,1,Albuquerque,New Mexico,0.5,"2,303",2.61%,3.28%,8.81%,,,,,,,,,,,
35001000123,1,1,Albuquerque,New Mexico,0.97,"4,740",1.77%,10.11%,19.58%,,,,,,,,,,,
35001000125,1,1,Albuquerque,New Mexico,0.94,"4,088",0.66%,5.22%,2.10%,,,,,,,,,,,
35001000129,1,1,Albuquerque,New Mexico,0.51,"4,494",8.06%,10.31%,26.70%,,,,,,,,,,,
35001000208,1,1,Albuquerque,New Mexico,0.83,"2,601",1.61%,6.98%,15.84%,,,,,,,,,,,
35001000401,1,1,Albuquerque,New Mexico,0.94,"4,593",2.09%,3.43%,11.50%,,,,,,,,,,,
35001000603,1,1,Albuquerque,New Mexico,0.57,"5,347",1.81%,35.51%,44.19%,,,,,,,,,,,
35001000604,1,1,Albuquerque,New Mexico,0.96,"4,454",2.56%,28.74%,42.55%,,,,,,,,,,,
35001000707,1,1,Albuquerque,New Mexico,1.31,"6,327",4.93%,32.51%,31.18%,,,,,,,,,,,
35001000711,1,1,Albuquerque,New Mexico,1.2,"4,595",0.63%,3.68%,14.06%,,,,,,,,,,,
35001000713,1,1,Albuquerque,New Mexico,0.75,"6,740",9.88%,16.68%,28.50%,,,,,,,,,,,
35001000901,1,1,Albuquerque,New Mexico,0.61,"7,092",2.17%,31.58%,46.00%,,,,,,,,,,,
35001001102,1,1,Albuquerque,New Mexico,0.53,"3,068",5.12%,8.83%,34.68%,,,,,,,,,,,
35001001400,1,1,Albuquerque,New Mexico,0.6,"2,645",0.83%,28.88%,47.37%,,,,,,,,,,,
35001001500,1,1,Albuquerque,New Mexico,0.45,"2,582",3.83%,27.13%,39.39%,,,,,,,,,,,
35001001700,1,1,Albuquerque,New Mexico,0.79,"4,726",0.72%,4.87%,25.41%,,,,,,,,,,,
35001001800,1,1,Albuquerque,New Mexico,0.78,"2,100",3.24%,17.42%,11.71%,,,,,,,,,,,
35001002300,1,1,Albuquerque,New Mexico,2.04,"8,151",0.60%,26.02%,28.71%,,,,,,,,,,,
35001002600,1,1,Albuquerque,New Mexico,0.29,"1,047",0.00%,8.18%,27.79%,,,,,,,,,,,
35001003001,1,1,Albuquerque,New Mexico,1.15,"4,716",2.25%,13.75%,23.54%,,,,,,,,,,,
35001003501,1,1,Albuquerque,New Mexico,2.54,"5,714",0.46%,17.89%,22.82%,,,,,,,,,,,
35001004001,1,1,Albuquerque,New Mexico,37.62,"4,810",2.37%,33.65%,31.37%,,,,,,,,,,,
35001004300,1,1,Albuquerque,New Mexico,1.43,"5,346",0.22%,30.32%,32.08%,,,,,,,,,,,
35001004401,1,1,Albuquerque,New Mexico,1.14,"3,081",0.00%,29.79%,26.94%,,,,,,,,,,,
35001004502,1,1,Albuquerque,New Mexico,1.13,"3,870",1.47%,34.57%,31.78%,,,,,,,,,,,
35001004716,1,1,Albuquerque,New Mexico,1.41,"2,269",2.95%,3.94%,13.13%,,,,,,,,,,,
35001004717,1,1,Albuquerque,New Mexico,1.3,"8,828",2.99%,5.22%,9.21%,,,,,,,,,,,
35001004720,1,1,Albuquerque,New Mexico,1.05,"3,701",0.97%,1.87%,17.43%,,,,,,,,,,,
35001004729,1,1,Albuquerque,New Mexico,1.79,"3,770",2.39%,7.30%,8.97%,,,,,,,,,,,
35001004733,1,1,Albuquerque,New Mexico,0.95,"7,791",2.40%,27.03%,28.01%,,,,,,,,,,,
35001004738,1,1,Albuquerque,New Mexico,1.37,"5,855",7.46%,24.59%,19.90%,,,,,,,,,,,
35001004741,1,1,Albuquerque,New Mexico,2.74,"7,395",4.25%,19.32%,25.40%,,,,,,,,,,,
35001004742,1,1,Albuquerque,New Mexico,2.41,"7,223",1.27%,11.31%,18.65%,,,,,,,,,,,
35001004744,1,1,Albuquerque,New Mexico,8.96,"5,671",3.23%,6.41%,1.11%,,,,,,,,,,,
26049000100,1,1,Flint,Michigan,0.63,"2,712",94.43%,11.38%,39.27%,,,,,,,,,,,
26049000500,1,1,Flint,Michigan,0.5,"2,007",95.22%,14.47%,33.43%,,,,,,,,,,,
26049001000,1,1,Flint,Michigan,0.48,"2,000",86.15%,22.50%,36.55%,,,,,,,,,,,
26049001300,1,1,Flint,Michigan,0.55,"2,744",78.86%,13.39%,42.86%,,,,,,,,,,,
26049001400,1,1,Flint,Michigan,0.45,"1,514",70.94%,16.72%,45.57%,,,,,,,,,,,
26049001800,1,1,Flint,Michigan,1.01,"1,740",75.86%,23.99%,69.08%,,,,,,,,,,,
26049001900,1,1,Flint,Michigan,1.19,"2,865",38.25%,22.14%,52.53%,,,,,,,,,,,
26049002200,1,1,Flint,Michigan,0.71,"2,117",7.56%,31.53%,65.19%,,,,,,,,,,,
26049002600,1,1,Flint,Michigan,0.75,"3,186",9.04%,22.30%,46.11%,,,,,,,,,,,
26049002900,1,1,Flint,Michigan,0.53,"2,152",65.75%,18.62%,37.78%,,,,,,,,,,,
26049003000,1,1,Flint,Michigan,0.92,"3,863",23.53%,3.22%,22.62%,,,,,,,,,,,
26049003600,1,1,Flint,Michigan,1.35,"5,478",20.97%,9.86%,35.05%,,,,,,,,,,,
26049003800,1,1,Flint,Michigan,0.7,"1,516",16.62%,31.19%,56.86%,,,,,,,,,,,
26049013500,1,1,Flint,Michigan,1.34,"5,793",54.10%,11.88%,30.85%,,,,,,,,,,,
28049000302,1,1,Jackson,Mississippi,1.03,"4,001",87.73%,12.99%,28.07%,,,,,,,,,,,
28049000600,1,1,Jackson,Mississippi,1.12,"3,582",100.00%,25.23%,38.86%,,,,,,,,,,,
28049000700,1,1,Jackson,Mississippi,4.35,"5,522",91.29%,15.45%,28.56%,,,,,,,,,,,
28049000900,1,1,Jackson,Mississippi,0.44,"1,797",99.83%,37.77%,43.13%,,,,,,,,,,,
28049001000,1,1,Jackson,Mississippi,0.48,"1,739",97.81%,31.56%,45.20%,,,,,,,,,,,
28049001400,1,1,Jackson,Mississippi,4.16,"2,720",3.60%,2.29%,4.63%,,,,,,,,,,,
28049001500,1,1,Jackson,Mississippi,1.03,"3,541",10.90%,1.44%,10.51%,,,,,,,,,,,
28049003600,1,1,Jackson,Mississippi,0.92,"4,278",88.69%,15.34%,36.35%,,,,,,,,,,,
28049010102,1,1,Jackson,Mississippi,1.48,"5,680",68.82%,13.07%,22.41%,,,,,,,,,,,
28049010202,1,1,Jackson,Mississippi,2.63,"6,079",95.77%,12.59%,17.26%,,,,,,,,,,,
28049010301,1,1,Jackson,Mississippi,3.15,"3,336",97.84%,22.83%,26.62%,,,,,,,,,,,
28049010901,1,1,Jackson,Mississippi,3.89,"2,541",90.40%,13.79%,32.74%,,,,,,,,,,,
28049011001,1,1,Jackson,Mississippi,4.09,"6,545",84.19%,14.44%,37.71%,,,,,,,,,,,
28049011102,1,1,Jackson,Mississippi,9.69,"10,352",69.93%,4.63%,6.28%,,,,,,,,,,,
8031000102,1,1,Denver,Colorado,0.65,"3,052",1.02%,3.36%,8.45%,,,,,,,,,,,
8031000502,1,1,Denver,Colorado,0.62,"5,694",11.52%,12.68%,24.96%,,,,,,,,,,,
8031000902,1,1,Denver,Colorado,0.72,"5,409",2.00%,39.01%,25.46%,,,,,,,,,,,
8031001000,1,1,Denver,Colorado,0.96,"3,649",4.25%,48.02%,27.79%,,,,,,,,,,,
8031001401,1,1,Denver,Colorado,0.81,"6,135",1.11%,44.49%,29.76%,,,,,,,,,,,
8031001500,1,1,Denver,Colorado,2.07,"3,443",3.54%,36.35%,36.22%,,,,,,,,,,,
8031002100,1,1,Denver,Colorado,1.49,"5,644",2.64%,21.30%,32.10%,,,,,,,,,,,
8031002701,1,1,Denver,Colorado,0.22,"4,746",3.20%,5.69%,19.01%,,,,,,,,,,,
8031004101,1,1,Denver,Colorado,1.81,"4,642",38.26%,25.86%,29.90%,,,,,,,,,,,
8031004103,1,1,Denver,Colorado,0.73,"5,492",27.46%,8.39%,11.74%,,,,,,,,,,,
8031004104,1,1,Denver,Colorado,0.76,"4,477",38.60%,12.19%,14.00%,,,,,,,,,,,
8031004503,1,1,Denver,Colorado,0.39,"4,942",0.00%,48.65%,38.26%,,,,,,,,,,,
8031005002,1,1,Denver,Colorado,0.81,"7,233",25.08%,9.89%,20.43%,,,,,,,,,,,
8031007006,1,1,Denver,Colorado,0.7,"4,502",12.13%,18.44%,26.81%,,,,,,,,,,,
8031008306,1,1,Denver,Colorado,0.53,"6,380",26.07%,35.67%,36.36%,,,,,,,,,,,
